dataSplit,label,Single_cells...Intensity.Spot.Fluorescein..FITC..Mean_mean,Single_cells...Intensity.Spot.DAPI.Mean_mean,Single_cells...FITC_dead.Profile.2.2_mean,Single_cells...Bacteria_CSA.Profile.2.2_mean,Single_cells...FITC_dead.Radial.Relative.Deviation_mean,Single_cells...Intensity.Spot.DAPI.StdDev_mean,Single_cells...FITC_dead.Profile.1.2_mean,Single_cells...Bacteria_CSA.Profile.1.2_mean,Single_cells...FITC_dead.Symmetry.15_mean,Single_cells...FITC_dead.Threshold.Compactness.50._mean,Single_cells...FITC_dead.Radial.Mean_mean,Single_cells...Bacteria_CSA.Symmetry.05_mean,Single_cells...FITC_dead.Threshold.Compactness.60._mean,Single_cells...FITC_dead.Symmetry.02_mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.60._mean,Single_cells...FITC_dead.Symmetry.14_mean,Single_cells...Bacteria.DAPI.Symmetry.02_mean,Single_cells...FITC_dead.Symmetry.04_mean,Single_cells...FITC_dead.Symmetry.05_mean,Single_cells...Bacteria_CSA.Symmetry.03_mean,Single_cells...FITC_dead.Threshold.Compactness.40._mean,Single_cells...FITC_dead.Symmetry.12_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.50._mean,Single_cells...Bacteria_CSA.Symmetry.15_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.60._mean,Single_cells...Bacteria.DAPI.Symmetry.04_mean,Single_cells...Bacteria_CSA.Symmetry.13_mean,Single_cells...Spot.Roundness_mean,Single_cells...Bacteria_CSA.Symmetry.14_mean,Single_cells...Intensity.Spot.Fluorescein..FITC..StdDev_mean,Single_cells...bacteria.Ratio.Width.to.Length_mean,Single_cells...bacteria.Area..µm.._mean,Single_cells...Bacteria.DAPI.Symmetry.05_mean,Single_cells...Bacteria.DAPI.Symmetry.15_mean,Single_cells...bacteria.Width..µm._mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.30._mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.50._mean,Single_cells...Bacteria.DAPI.Profile.2.2_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.30._mean,Single_cells...Bacteria_CSA.Axial.Length.Ratio_mean,Single_cells...FITC_dead.Axial.Small.Length_mean,Single_cells...FITC_dead.Axial.Length.Ratio_mean,Single_cells...bacteria.Roundness_mean,Single_cells...Bacteria_CSA.Threshold.Compactness.40._mean,Single_cells...Bacteria_CSA.Symmetry.04_mean,Single_cells...Spot.Area..µm.._mean,Single_cells...Bacteria.DAPI.Symmetry.13_mean,Single_cells...Bacteria.DAPI.Threshold.Compactness.40._mean,Single_cells...Bacteria.DAPI.Axial.Small.Length_mean,Single_cells...Bacteria.DAPI.Radial.Mean_mean,Single_cells...Bacteria.DAPI.Radial.Relative.Deviation_mean,Single_cells...Bacteria.DAPI.Profile.1.2_mean,Single_cells...Bacteria_CSA.Symmetry.02_mean,Single_cells...Bacteria_CSA.Symmetry.12_mean,Single_cells...Bacteria_CSA.Radial.Mean_mean,Single_cells...Bacteria_CSA.Radial.Relative.Deviation_mean,Single_cells...FITC_dead.Symmetry.03_mean,Single_cells...FITC_dead.Symmetry.13_mean,Single_cells...Bacteria.DAPI.Axial.Length.Ratio_mean,Single_cells...Bacteria.DAPI.Symmetry.14_mean,Single_cells...bacteria.Length..µm._mean,Single_cells...Bacteria.DAPI.Symmetry.03_mean,Single_cells...Bacteria.DAPI.Symmetry.12_mean,Single_cells...Bacteria_CSA.Axial.Small.Length_mean,Single_cells...FITC_dead.Threshold.Compactness.30._mean
validation,Susceptible,156.6194242,226.4320339,1.052528231,1.17745859,0.431924436,61.55952423,0.988605282,0.960460866,0.029238296,1.047776673,6.931869798,0.01967131,1.045524125,0.348908971,0.999846065,0.1650431,0.352682644,0.094861958,0.019664908,0.022000856,1.048863714,0.482438371,1.037230033,0.029762605,1.014800486,0.100153034,0.033674858,0.895351207,0.191353852,25.67280482,0.468910497,2.503567813,0.021083216,0.028752998,1.094451017,1.047588251,1.018867948,1.208483282,1.049852587,0.489899068,4.71330101,0.509498919,0.895351207,1.04487404,0.113825789,2.503567813,0.03214455,1.039851914,4.48087208,6.526815318,0.459250286,0.954308791,0.374646888,0.509466434,6.72338757,0.438730021,0.023127896,0.032716116,0.510017302,0.168778625,2.412987338,0.024569215,0.483481565,4.409453048,1.049731601
validation,Susceptible,152.7693341,233.9012311,1.05974412,1.176019201,0.433496519,67.4216523,0.987208035,0.961190651,0.028860397,1.042134477,6.965782428,0.020070023,1.038167279,0.351176877,0.996662434,0.168931152,0.356497386,0.098276196,0.019610004,0.022109252,1.04405098,0.48440896,1.031008668,0.030308854,1.008454937,0.10469436,0.033398263,0.890384692,0.19496317,24.78702314,0.467103121,2.520604119,0.021186203,0.02823587,1.092790734,1.042415979,1.012814516,1.222475924,1.044878468,0.487937692,4.707015483,0.508012496,0.890384692,1.039884887,0.116911978,2.520604119,0.030984994,1.031516718,4.465193692,6.550071949,0.461025169,0.951708165,0.377348309,0.512125606,6.780553446,0.438810139,0.022808245,0.031703667,0.508055589,0.17352686,2.431945658,0.024198256,0.486583202,4.414407273,1.04557537
validation,Susceptible,143.9016898,217.3271751,1.050609463,1.200268727,0.431322672,56.31839273,0.988850738,0.955143282,0.029716863,1.045893907,6.947506391,0.02036109,1.043620959,0.341963712,0.9951207,0.164954475,0.345767663,0.095521868,0.019778404,0.022323286,1.048406072,0.474458379,1.035610166,0.030752263,1.020432574,0.099749735,0.035138607,0.893889219,0.190036917,20.58825841,0.473349913,2.518101972,0.021355998,0.029549665,1.104363589,1.045861891,1.020114145,1.191796325,1.04853775,0.496274261,4.75035108,0.515339893,0.893889219,1.044251099,0.114337291,2.518101972,0.033580236,1.037575657,4.539021802,6.581141413,0.455860941,0.957711841,0.368602623,0.501451832,6.688996391,0.443324889,0.024368452,0.033853727,0.515424428,0.167854189,2.420259592,0.026448721,0.475985471,4.426664616,1.049243889
training,Susceptible,478.6253641,288.7214348,1.148734016,1.1535243,0.465129038,95.78482465,0.96274109,0.962708941,0.038282718,1.093166201,6.352569502,0.02966701,1.089693411,0.257912062,1.031633765,0.11276693,0.311449975,0.061565786,0.024439179,0.041373443,1.089703623,0.375494819,1.034965417,0.047216657,1.016551309,0.079583038,0.06167956,0.896158112,0.141500112,357.1354864,0.504728067,2.684658133,0.030145472,0.045146553,1.184386145,1.040152919,1.028028949,1.225328593,1.049524735,0.544076595,4.875077606,0.588771232,0.896158112,1.039704362,0.081399488,2.684658133,0.058212186,1.0279511,4.813066856,6.581501148,0.454606642,0.946805311,0.316763772,0.44153193,6.789423394,0.432913806,0.032388954,0.054145637,0.553162333,0.135993987,2.421222228,0.040959957,0.431666231,4.862979313,1.085663903
training,Susceptible,512.9113029,293.6213449,1.148777053,1.167459815,0.471367136,100.6119706,0.962084531,0.958061671,0.038997239,1.094854962,6.388624656,0.029853386,1.090905503,0.26101902,1.027069313,0.120478711,0.313547122,0.066374414,0.024276177,0.042934382,1.09266632,0.380165013,1.045110019,0.047287395,1.030540866,0.084629728,0.064409391,0.897675787,0.147036367,380.724505,0.50360044,2.735948908,0.029505726,0.046043358,1.192960563,1.03969905,1.025760017,1.215186704,1.04964096,0.542850514,4.863235985,0.585138251,0.897675787,1.039818597,0.085534129,2.735948908,0.061595785,1.030311489,4.829959592,6.674176894,0.455468069,0.947627845,0.318769574,0.443226654,6.841734673,0.437492711,0.033878154,0.055900898,0.549604432,0.143815899,2.455834118,0.042349331,0.435399561,4.870815158,1.086764132
training,Susceptible,484.473218,303.1301378,1.129991885,1.165031463,0.457703611,104.6980921,0.967788387,0.959859056,0.035214598,1.086676161,6.409470724,0.027868453,1.077714423,0.263322412,1.027256846,0.116146208,0.308612866,0.064305426,0.022801906,0.037264542,1.087910657,0.379499968,1.042514113,0.043048266,1.021461326,0.07919251,0.05530358,0.901082767,0.144852352,363.5999819,0.508875672,2.649115505,0.027498948,0.040730952,1.181148966,1.04801376,1.032477076,1.239134319,1.052930256,0.544683518,4.880600195,0.587750777,0.901082767,1.043944026,0.083957025,2.649115505,0.053330433,1.040012245,4.76358403,6.510731267,0.455757078,0.943110791,0.317717321,0.441556081,6.737445243,0.433316404,0.031185169,0.049651664,0.556438646,0.135282466,2.404134516,0.037587366,0.42771279,4.804572369,1.08555258
training,Susceptible,484.207832,293.0459567,1.126639833,1.18288182,0.461696974,99.51600689,0.967096416,0.953385991,0.038951235,1.082584857,6.63552801,0.02985095,1.08508664,0.26823984,1.019944326,0.125429201,0.315941798,0.070173709,0.024371587,0.04043569,1.077995765,0.385274012,1.036769983,0.047800505,1.024402316,0.085741027,0.05951974,0.893863095,0.152359771,350.5918769,0.500101844,2.830556962,0.029350751,0.046413005,1.211722644,1.039605872,1.023309115,1.220772366,1.044643709,0.537728209,5.006600639,0.583172292,0.893863095,1.034839917,0.089036476,2.830556962,0.058247105,1.031523647,4.900398976,6.79303948,0.456382787,0.944526179,0.325237844,0.449906146,6.949142396,0.440039879,0.033076321,0.053412702,0.547249995,0.145516717,2.513316527,0.040896771,0.43760808,4.911543436,1.075201662
validation,Resistant,438.9744239,573.6524544,1.082949818,1.029164976,0.50972262,122.2636584,0.990974583,0.996497572,0.040494159,0.892409795,7.5288953,0.024550478,0.884863955,0.574584267,0.836586566,0.481507863,0.603163189,0.321034376,0.025488947,0.019017918,0.89215344,0.732216866,0.884965934,0.041079544,0.8853053,0.350983705,0.029448404,0.721674305,0.480106836,141.7771864,0.276969026,2.017198121,0.022836233,0.038665696,0.740973502,0.883075315,0.867777712,1.189203103,0.882959815,0.301570685,3.20538025,0.304780603,0.721674305,0.883634856,0.319272699,2.017198121,0.026006608,0.88247389,3.0571335,7.462145,0.510178225,0.980963531,0.575041256,0.735201553,7.70265845,0.501959505,0.01986645,0.027943001,0.288599208,0.509349556,2.868671196,0.01852317,0.755233352,3.266510725,0.892201521
validation,Resistant,315.9417426,551.2062525,1.066631468,1.021349562,0.50629879,109.5293708,0.99238649,0.99728268,0.045001665,0.885332134,7.823116619,0.026667605,0.884801087,0.564562119,0.856543672,0.474583325,0.58396098,0.318391852,0.026142695,0.022017519,0.88629742,0.723166572,0.884912467,0.045689128,0.880470801,0.342712071,0.033320044,0.72196962,0.472936541,70.97743078,0.282042008,2.091917612,0.025243303,0.043613818,0.763202062,0.882438039,0.874289787,1.182440995,0.882438039,0.30778471,3.286050429,0.307932319,0.72196962,0.882338658,0.316181501,2.091917612,0.031236701,0.883357087,3.127699762,7.65405519,0.514703238,0.980714909,0.562749041,0.723265935,7.936651143,0.501363843,0.021725327,0.033186896,0.297378,0.498321241,2.9855906,0.020843268,0.738824905,3.335879952,0.88503342
validation,Resistant,269.1176893,584.8650969,1.052939902,1.02767764,0.49660772,132.1124316,0.994403401,0.99574414,0.043871304,0.897376314,7.789915822,0.02887157,0.898495027,0.566192555,0.854905847,0.450281771,0.588448703,0.30192202,0.029176715,0.020559953,0.899963107,0.723639352,0.901720911,0.044621318,0.903731422,0.330194333,0.029765655,0.738799793,0.445889694,55.00880956,0.288150789,2.080887165,0.025926582,0.043146923,0.757866282,0.899646067,0.883566562,1.209026488,0.900283489,0.313161631,3.318205022,0.311566556,0.738799793,0.900933267,0.297699617,2.080887165,0.027801104,0.898921132,3.111246689,7.556758978,0.507043751,0.976480163,0.563893292,0.72159748,7.857324289,0.493298513,0.021829353,0.029260788,0.300901516,0.477376517,2.89204497,0.019146472,0.739915034,3.348979378,0.900554069
validation,Resistant,401.6418388,542.6186313,1.071284562,1.035788766,0.496815687,118.8779864,0.990226948,0.994185627,0.047914521,0.912630625,7.6356016,0.031539559,0.908626335,0.554402785,0.879650443,0.43744962,0.571682,0.294137437,0.031188949,0.021236209,0.916743019,0.711219442,0.915114439,0.047015759,0.91648567,0.313318218,0.030979437,0.7548297,0.432124939,143.7785253,0.297471158,2.141185427,0.026471279,0.045979717,0.781652032,0.91575926,0.902972021,1.19938903,0.915514393,0.322824767,3.373420467,0.32158078,0.7548297,0.917253726,0.28477601,2.141185427,0.030392038,0.914384038,3.2141788,7.422163267,0.506083577,0.976222741,0.552247517,0.709435735,7.720600567,0.492189407,0.023908325,0.03264029,0.313415117,0.456733387,2.851722115,0.020562691,0.723723709,3.425622933,0.917340729
test,Resistant,196.5734509,316.9861806,1.05418919,1.145426799,0.425890554,106.0578504,0.987845389,0.963542875,0.028524773,1.0545148,6.994413292,0.019717017,1.049717356,0.321770697,1.017928652,0.145093899,0.326907857,0.08330385,0.019541943,0.02284566,1.05593222,0.44832619,1.046586254,0.029623385,1.028901902,0.089520611,0.034068415,0.902641424,0.162776396,48.55314811,0.493638762,2.632132113,0.021112117,0.028822342,1.153686247,1.054464974,1.033442597,1.260931388,1.056579832,0.522054912,4.942568698,0.537743244,0.902641424,1.053412651,0.09502628,2.632132113,0.032856795,1.048364117,4.624406339,6.473037838,0.459037204,0.939468667,0.340424027,0.469272441,6.818254263,0.429826242,0.023516133,0.032930002,0.537574699,0.150024833,2.422372101,0.024388152,0.450620776,4.69404957,1.05708665
test,Resistant,256.4948723,310.0618817,1.047718155,1.169978173,0.424135358,96.17583505,0.988644087,0.956176805,0.028905528,1.055213633,7.082500672,0.020179572,1.051202013,0.318403015,1.014028491,0.143304386,0.324215277,0.081887585,0.019615257,0.024668674,1.056349483,0.444031577,1.049582887,0.030607943,1.036692019,0.087647859,0.037733329,0.901914774,0.161026669,71.2537375,0.496986435,2.700247648,0.021228613,0.030323149,1.171778481,1.051005504,1.029542476,1.234683718,1.055401044,0.52736812,5.013591384,0.541500608,0.901914774,1.053209384,0.094564569,2.700247648,0.037424208,1.043845089,4.71718379,6.610833105,0.455447661,0.943959474,0.336225126,0.463254952,6.83482832,0.435188878,0.025642136,0.036088656,0.540064253,0.147939594,2.449945121,0.027735631,0.44758641,4.73282293,1.056844255
test,Resistant,188.9075887,297.9067704,1.050126596,1.199957909,0.429206698,104.2717341,0.988250494,0.949223231,0.029442974,1.051211571,7.22333832,0.018705764,1.048375474,0.331012389,1.008846625,0.153541346,0.340170291,0.088399434,0.019693752,0.022420439,1.053262842,0.459419442,1.041471025,0.028788571,1.02556301,0.097128431,0.034225677,0.89991781,0.177790212,47.79742563,0.484888152,2.76391963,0.022319862,0.030933262,1.173865634,1.049143064,1.027753384,1.264738058,1.052453021,0.509312557,5.031589455,0.528992143,0.89991781,1.047265638,0.106175808,2.76391963,0.036336652,1.039756052,4.681964035,6.662173009,0.463236661,0.93560118,0.356299276,0.486203205,6.92756977,0.4405661,0.024367686,0.035196431,0.526021904,0.160805252,2.50496517,0.027289698,0.465592817,4.680101391,1.053167354
test,Resistant,206.4531277,312.0243798,1.062182259,1.174129892,0.432041827,115.2636169,0.985788015,0.956949141,0.027939772,1.045310434,7.239223983,0.018427474,1.042361775,0.333707133,1.006344644,0.155764127,0.344783795,0.090589447,0.019374892,0.021488119,1.048329346,0.462454123,1.036973538,0.027773645,1.019376005,0.100595077,0.032295097,0.896641439,0.177609233,60.00655785,0.482447975,2.749186992,0.021039834,0.028109314,1.160264269,1.045141163,1.02276824,1.291540018,1.049375402,0.5071713,4.967055176,0.526107315,0.896641439,1.043800914,0.105092779,2.749186992,0.032353808,1.034251346,4.602791395,6.657735983,0.466376697,0.930308558,0.355340661,0.487422624,7.009953664,0.436630035,0.02248043,0.032185502,0.523640243,0.164351376,2.525061395,0.024907588,0.469316079,4.666437664,1.050624723
validation,Resistant,1040.24742,532.8941508,1.102227089,1.056075192,0.493599378,109.9610094,0.983244945,0.98819474,0.042681189,0.917662611,7.632046722,0.027409601,0.925969347,0.500202954,0.893421136,0.384101348,0.513981489,0.254175041,0.026541922,0.021724372,0.923341398,0.654863041,0.925116,0.044861739,0.92334825,0.269240436,0.033439539,0.765673456,0.382948165,308.9138479,0.339780035,2.23846342,0.03103256,0.047479676,0.866802706,0.924807111,0.910644279,1.191289049,0.924807111,0.361071694,3.590066333,0.361964139,0.765673456,0.926625945,0.254362684,2.23846342,0.033568804,0.925258326,3.474645222,7.506954278,0.502470494,0.973651988,0.500076319,0.65588873,7.742708556,0.487409872,0.021535929,0.032002956,0.353468328,0.399826559,2.914713604,0.020879435,0.667800772,3.641257722,0.927950588
validation,Resistant,1039.061041,578.3434146,1.088632514,1.036012747,0.501637083,123.1742345,0.98866275,0.994455705,0.048634551,0.877619693,8.466442111,0.030378456,0.88538031,0.577803374,0.842876083,0.474390693,0.595546813,0.328226328,0.032347828,0.024815705,0.878700768,0.731828796,0.875059412,0.046722187,0.871722151,0.347240644,0.034315704,0.718006355,0.469875942,348.794086,0.277859897,2.295799195,0.029672582,0.044257045,0.750246017,0.878812434,0.865891431,1.195113798,0.878483483,0.303405217,3.249498944,0.302131556,0.718006355,0.877474958,0.323237898,2.295799195,0.031630531,0.878530188,3.106939833,8.254339611,0.511620772,0.978924313,0.57585816,0.730183135,8.596546722,0.496393839,0.022991772,0.035140517,0.293582517,0.494606033,3.181326139,0.022052703,0.745238286,3.308533889,0.876908896
validation,Resistant,487.2456563,568.9730502,1.066564371,1.027432787,0.498215181,124.7461514,0.991149587,0.995671974,0.05493136,0.895721176,8.010813065,0.036281615,0.88867209,0.533510606,0.869728039,0.435896805,0.55139901,0.29484063,0.034566559,0.031517321,0.892470592,0.683313144,0.886466195,0.056122688,0.881866122,0.308230876,0.046615536,0.729417297,0.429960622,105.1910563,0.300896294,2.313477516,0.031270271,0.053426517,0.814500092,0.887291582,0.876998289,1.192249999,0.887454582,0.338556239,3.581717645,0.342617071,0.729417297,0.88741426,0.288773529,2.313477516,0.04410897,0.888654307,3.408450968,7.780612645,0.507453177,0.975570868,0.5350375,0.688903766,8.138435032,0.488639635,0.027084036,0.043437535,0.329321755,0.450960422,3.009697585,0.029484304,0.702309194,3.637314645,0.890421927
validation,Resistant,631.2170387,509.1028054,1.093752699,1.064957516,0.4924941,111.4953972,0.983533506,0.984958301,0.03929264,0.911010841,8.457106857,0.02548437,0.905016925,0.49715181,0.87566425,0.393325764,0.509925711,0.263554857,0.023609518,0.021258089,0.913198406,0.643635771,0.908725369,0.041500372,0.914812014,0.278041022,0.034172687,0.758176363,0.39331077,199.522825,0.339809423,2.710811192,0.023872342,0.039855302,0.920152857,0.913030866,0.897512862,1.187764524,0.912847087,0.373800594,3.921883286,0.374679766,0.758176363,0.91085381,0.263054952,2.710811192,0.032568553,0.911454755,3.815965086,8.355277343,0.497597014,0.969885916,0.498688357,0.644962408,8.613172229,0.485777909,0.023792029,0.032580213,0.368435397,0.405854394,3.225087009,0.02244592,0.652811244,3.972504143,0.91137689
test,Resistant,226.2259169,262.9837657,1.028690436,1.14927954,0.416393321,68.21562908,0.992461968,0.957659089,0.036700023,1.057975898,7.308440868,0.022399392,1.05692314,0.298746782,0.996916128,0.124543826,0.304171591,0.070553474,0.023163199,0.029700735,1.058612335,0.419559749,1.052096859,0.035812241,1.039205571,0.07658765,0.043911966,0.906003702,0.1346661,64.51779307,0.513734299,2.892293192,0.024431281,0.037553625,1.234030385,1.05605716,1.022097255,1.180164207,1.057510644,0.551055048,5.300679846,0.561632637,0.906003702,1.051476018,0.077257767,2.892293192,0.043494922,1.046332024,5.050164126,6.946946953,0.442150261,0.953022586,0.310786349,0.433271198,7.018716588,0.428409381,0.029902595,0.043061095,0.560286177,0.130108171,2.50247583,0.030205655,0.422818197,5.019527374,1.058829165
test,Resistant,192.2685013,253.9973185,1.022681151,1.156919398,0.416333581,64.65796409,0.993877023,0.953660335,0.035499249,1.055650494,7.527316202,0.022354592,1.055191831,0.298993432,0.987399485,0.129337372,0.303048938,0.074163162,0.02309904,0.027861202,1.054906023,0.420853131,1.047797686,0.034960609,1.035071459,0.077806992,0.041792218,0.904060103,0.141842429,46.0737433,0.511606212,3.047975222,0.023444198,0.035688799,1.258816548,1.053818642,1.015992303,1.175683072,1.054523757,0.548104829,5.434140151,0.560048772,0.904060103,1.050017273,0.082899199,3.047975222,0.043952804,1.044953787,5.170841022,7.126172317,0.443409346,0.952166143,0.313100025,0.436486137,7.188010391,0.431210284,0.029684663,0.04208564,0.559156905,0.132979682,2.573941975,0.031222587,0.423096485,5.118870683,1.055962693
test,Resistant,194.5977839,277.4845397,1.026726049,1.142340568,0.414674004,86.73412546,0.992808451,0.961201828,0.031153423,1.061645489,7.150784216,0.021585238,1.063931732,0.29339494,1.018883375,0.117354728,0.293256991,0.064711355,0.020029279,0.026986016,1.066311649,0.414809172,1.062654769,0.032711745,1.03865338,0.065753149,0.042165633,0.913854898,0.127616185,45.77399265,0.519511539,2.76964754,0.02054648,0.031071042,1.232491274,1.067422359,1.04284192,1.213918333,1.064710654,0.553453424,5.271935871,0.565193426,0.913854898,1.062993046,0.070789809,2.76964754,0.040068258,1.061265193,4.965333716,6.632568448,0.448564565,0.9428173,0.306302775,0.429734061,6.850527784,0.425963506,0.027448462,0.039101227,0.569054137,0.116456386,2.430214922,0.027008859,0.411145545,4.99135468,1.066285536
test,Resistant,168.5831035,267.4847172,1.019344468,1.159485666,0.413871586,80.31879334,0.994426306,0.954181612,0.033116867,1.060494051,7.412788924,0.020547119,1.059167674,0.296164246,0.998984452,0.124459965,0.296098178,0.069815696,0.021446959,0.029228253,1.061013122,0.417099724,1.057347965,0.032769225,1.037525883,0.071853441,0.04442845,0.909810952,0.133507514,28.63113439,0.517398488,2.957065972,0.022468729,0.033800574,1.262083427,1.062887008,1.022055549,1.203628457,1.060888089,0.553551696,5.426841914,0.563425752,0.909810952,1.055556469,0.075927657,2.957065972,0.043173217,1.048803628,5.106959557,6.889594062,0.448674089,0.942850061,0.307220984,0.429628051,7.039069019,0.430276898,0.029577886,0.041893277,0.565393437,0.125531849,2.516246547,0.030281246,0.415207006,5.109188324,1.061004508
validation,Resistant,1290.560929,376.2132825,1.154154316,1.152020183,0.497504587,75.07040749,0.978885836,0.975942746,0.055840812,0.941502278,7.8746076,0.033395181,0.938252839,0.492560059,0.918372519,0.375446198,0.49815413,0.252016291,0.030862589,0.02949075,0.942844227,0.636772565,0.942105211,0.058440947,0.941170291,0.262104002,0.047702747,0.763469085,0.376189029,461.7779666,0.346653551,2.280796329,0.038757331,0.058497029,0.879722534,0.921230596,0.910865628,1.155193125,0.920972894,0.3797741,3.6600766,0.377961693,0.763469085,0.917226742,0.252322104,2.280796329,0.046312511,0.915600456,3.6445046,7.905599867,0.49601462,0.978335624,0.489975996,0.634239898,7.922538733,0.498897433,0.02787835,0.044675968,0.375409613,0.380923812,3.041313415,0.031627378,0.641795349,3.6604154,0.940979073
validation,Resistant,1227.786979,430.6391297,1.151954414,1.132239037,0.495646663,86.18652126,0.981747726,0.979363604,0.049004031,0.918139297,7.4945815,0.030164675,0.898605998,0.528770984,0.90343412,0.423966965,0.527673551,0.291630514,0.028118303,0.023815727,0.922211489,0.672999706,0.913276561,0.051109907,0.894705669,0.293848599,0.038596833,0.756214104,0.420733854,395.6735105,0.327264885,2.225323891,0.034358707,0.050641557,0.852294445,0.915658886,0.913280615,1.166736889,0.919904081,0.351786944,3.578540688,0.35437155,0.756214104,0.917710713,0.284148694,2.225323891,0.037252975,0.91727779,3.552196313,7.449401688,0.499110994,0.976931606,0.528710527,0.676080468,7.511729625,0.495873156,0.024478626,0.036852468,0.355826688,0.421960477,2.843005026,0.023286427,0.671382699,3.564348938,0.919727636
validation,Resistant,1385.918455,555.1445854,1.133491763,1.066901565,0.519075772,111.8444556,0.978211335,0.987690307,0.051289027,0.830249133,9.657056333,0.032916495,0.826358214,0.580576969,0.82041295,0.511372589,0.582180248,0.363744642,0.032619512,0.024597994,0.840615559,0.72674686,0.841839344,0.052456189,0.827820333,0.367331115,0.037324794,0.684828888,0.506528603,437.3805341,0.281409402,2.858162428,0.030324821,0.051922117,0.862339118,0.838241549,0.829671336,1.175419506,0.838189494,0.303058011,3.550670167,0.301285758,0.684828888,0.840772883,0.357383419,2.858162428,0.036420945,0.835778383,3.510060611,9.592921833,0.522823883,0.973396424,0.576657207,0.724280186,9.841675,0.511511167,0.026314547,0.036354842,0.301490911,0.512651358,3.80080971,0.023250053,0.726589126,3.648227889,0.840616712
validation,Resistant,1004.234722,511.5998829,1.118697953,1.061774936,0.520514379,111.7731024,0.984893318,0.990539929,0.052418714,0.835197544,8.744470053,0.036035142,0.824370963,0.585077648,0.821853771,0.515049249,0.591471492,0.354382935,0.031624784,0.023644099,0.83972858,0.743034149,0.838821107,0.054009643,0.834816515,0.357047576,0.035237361,0.680769832,0.513909096,348.6643449,0.262708361,2.530747845,0.032033602,0.053696246,0.791519701,0.835860012,0.831025872,1.205130856,0.836411387,0.289435195,3.372932158,0.290364242,0.680769832,0.839780851,0.351337339,2.530747845,0.034926637,0.839079803,3.269132737,8.584655684,0.529962868,0.973028807,0.584528068,0.74441755,8.917231842,0.513177389,0.024592948,0.036036126,0.287655074,0.521364002,3.454756126,0.018649233,0.747305334,3.432798947,0.836380719
test,Resistant,144.6842285,221.4240206,1.020808449,1.208577898,0.439197759,60.32761688,0.995100493,0.953011476,0.035308706,1.028152539,7.475346058,0.023166695,1.025146168,0.379540973,0.985618204,0.206235601,0.382314152,0.120817749,0.023461322,0.023167638,1.028716225,0.522052918,1.011213769,0.036233886,0.99319114,0.126221384,0.036638593,0.875692763,0.239289298,18.88470741,0.436952452,2.728103249,0.024026259,0.033819891,1.100631506,1.023592355,0.999977516,1.20081238,1.028126941,0.455431423,4.782318258,0.475481901,0.875692763,1.022328168,0.147941208,2.728103249,0.03502295,1.011646881,4.512961901,6.95452603,0.469742621,0.95468477,0.409341181,0.550864867,7.11105324,0.456420008,0.025919049,0.036819522,0.477488762,0.208766627,2.617163642,0.026579296,0.521254002,4.393537547,1.028726247
test,Resistant,159.830487,239.7631142,1.022915436,1.19141851,0.441793339,72.25620816,0.994992694,0.958834165,0.033501947,1.02200249,7.422186263,0.023258332,1.013811161,0.388421641,0.983893863,0.214795074,0.393234648,0.126147926,0.022210654,0.023183286,1.023991715,0.531984579,1.006909924,0.035799027,0.988376266,0.134931179,0.03533481,0.870209549,0.247540831,25.63871143,0.428553607,2.655770372,0.023209112,0.031858845,1.072880871,1.018324019,0.996504881,1.229414081,1.023417406,0.447242529,4.678785969,0.46758488,0.870209549,1.017614304,0.15227647,2.655770372,0.032311128,1.005836909,4.375580709,6.844176791,0.476031306,0.950657298,0.41668342,0.560471098,7.105378858,0.454654593,0.024087399,0.034102823,0.4689566,0.219888884,2.603879663,0.024816843,0.532553631,4.3149016,1.02421831
test,Resistant,140.4368895,243.6089457,1.023736988,1.208831344,0.444602642,74.27655278,0.99461373,0.954161666,0.035779831,1.018236968,7.565994254,0.024123309,1.011960221,0.394885592,0.980717474,0.225289543,0.398557028,0.133387199,0.023208547,0.023329337,1.017735187,0.540327574,0.998696352,0.03811763,0.981545205,0.140383003,0.037415074,0.864860804,0.258834144,17.58225169,0.422904255,2.739091009,0.024685242,0.034670105,1.084396741,1.011546492,0.993110695,1.224328993,1.017559646,0.440063727,4.708881287,0.46016467,0.864860804,1.010524798,0.161590651,2.739091009,0.035142689,1.002890937,4.404335781,6.974383542,0.477952701,0.950994779,0.425154476,0.569398889,7.212279458,0.461243377,0.025835016,0.036640835,0.462129753,0.228692731,2.669002115,0.027864132,0.540093971,4.329298687,1.018623081
